title,price,district,town,main category,sub category,Brand,Model year,Condition,Transmission,Model,Body type,Fuel type,Engine capacity,Mileage
Toyota Vitz multi function switch set,"14,990",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
LORRY FOR HIRE TRANSPORT SERVICE MOVERS,"3,500",Gampaha,Wattala,Cars & Vehicles,Auto Services,,,,,,
NISSAN FN15 FLOWTER,"7,500",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Toyota KDH Super GL 2015,"8,550,000",Kurunegala,Pannala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,2015,KDH Super GL,,"39,000 "
Bajaj Three Wheeler,"320,000",Matara,Matara,Cars & Vehicles,Three Wheelers,Used,,,,,
Nissan Caravan 1993,"2,790,000",Kandy,Katugastota,Cars & Vehicles,"Vans, Buses & Lorries",Used,Nissan,1993,Caravan,,"225,000 "
TOYOTA ESTIMA SHOCK/COIL SPRING SET,"17,000",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota Hilux smart cab 2010,"4,175,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Toyota,2010,Hilux smart cab,"2,500 ","125,000 "
Suzuki Wagon R FX Hybrid 2017,"2,820,000",Galle,Ahangama,Cars & Vehicles,Cars,Used,Suzuki,2017,Wagon R FX  Hybrid,660 ,"2,475 "
Suzuki Stingray 2015,"2,645,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Used,Suzuki,2015,Stingray,660 ,"31,000 "
Toyota Crew Cab 1986,"1,541,000",Ratnapura,Embilipitiya,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1986,Crew Cab,,"100,000 "
Honda GP5 Head Light,"45,000",Colombo,Colombo 10,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Suzuki Jimny Turbo 2015,"3,495,000",Gampaha,Kandana,Cars & Vehicles,Cars,Reconditioned,Suzuki,2015,Jimny Turbo,660 ,"6,500 "
Mazda Demio 2000,"1,575,000",Colombo,Angoda,Cars & Vehicles,Cars,Used,Mazda,2000,Demio,"1,300 ","85,000 "
HONDA CIVIC FD MUD FLAPS,"3,900",Colombo,Colombo 3,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Nissan March 2000,"1,675,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Nissan,2000,March,"1,000 ","115,000 "
"17"" 5H sport alloy wheel","78,500",Colombo,Boralesgamuwa,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
වසර 7ක බැංකු ණයක් 🚘 Wagonr Stingray,"325,000",Colombo,Nugegoda,Cars & Vehicles,Auto Services,,,,,,
Nissan B13 1988,"915,000",Gampaha,Gampaha,Cars & Vehicles,Cars,Used,Nissan,1988,B13,"1,300 ","190,000 "
Chrysler 300C 2006,"6,500,000",Gampaha,Negombo,Cars & Vehicles,Cars,Used,Chrysler,2006,300C,"3,518 ","98,000 "
TOYOTA CHR SCUFF PLATE,"6,500",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj Chetak 1995,"60,000",Kegalle,Kegalle,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,1995,Chetak,125 ,"35,000 "
Rdiater cap,650,Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Honda engine,"140,000",Colombo,Maharagama,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Tata 1615 2012,"2,825,000",Matara,Matara,Cars & Vehicles,"Vans, Buses & Lorries",Used,Tata,2012,1615,,"97,300 "
Honda Civic 2018,"6,290,000",Colombo,Dehiwala,Cars & Vehicles,Cars,New,Honda,2018,Civic,"1,000 ",0 
HONDA FIT GP5 DOOR HANDLE COVER,"3,750",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Honda Grace Car for Rent,"3,700",Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Toyota LH113 1991,"3,250,000",Kandy,Katugastota,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1991,LH113,,"220,000 "
Tata Indica 2015,"1,675,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Used,Tata,2015,Indica,"1,200 ","15,000 "
වසර 7ක බැංකු ණයක් 🚘 Nissan Dayz 2017,"1,439",Badulla,Welimada,Cars & Vehicles,Auto Services,,,,,,
TOYOTA 2017 VITZ FOG LAMP,"12,500",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota Premio 2010,"5,100,000",Colombo,Moratuwa,Cars & Vehicles,Cars,Used,Toyota,2010,Premio,"1,500 ","72,000 "
Toyota EE 101 1992,"1,375,000",Gampaha,Nittambuwa,Cars & Vehicles,Cars,Used,Toyota,1992,TOYOTA  EE 101,"1,300 ","200,000 "
වසර 7ක බැංකු ණයක් 🚘 Nissan Dayz,"1,439",Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Mitsubishi lancer 1986,"565,000",Matara,Matara,Cars & Vehicles,Cars,Used,Mitsubishi,1986,lancer,"1,500 ","165,214 "
Honda CRV VTi-L 2018,"10,200,000",Colombo,Dehiwala,Cars & Vehicles,Cars,New,Honda,2018,CRV VTi-L,"1,500 ",20 
Toyota Vitz 2017,"4,300,000",Gampaha,Negombo,Cars & Vehicles,Cars,Reconditioned,Toyota,2017,Vitz,"1,000 ","51,000 "
RUBBER DOOR MOLDING,"1,350",Gampaha,Negombo,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Dolphin Van for Hire,30,Colombo,Nugegoda,Cars & Vehicles,Auto Services,,,,,,
Suzuki Swift 2004,"2,275,000",Gampaha,Kadawatha,Cars & Vehicles,Cars,Used,Suzuki,2004,Swift,"1,000 ","105,494 "
14.5 Freezer Box,"425,000",Gampaha,Katunayake,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Insight ZE3 Dicky Door/Rear Buffer,"135,000",Gampaha,Katunayake,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Bajaj Discover 2014,"125,000",Gampaha,Kiribathgoda,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2014,Discover,100 ,"9,930 "
Audi Q2 2018,"8,200,000",Gampaha,Gampaha,Cars & Vehicles,Cars,New,Audi,2018,Q2,"1,000 ",0 
Suzuki maruti japan 1982,"440,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Used,Suzuki,1982,maruti japan,800 ,"250,000 "
Three Wheeler,"360,000",Gampaha,Veyangoda,Cars & Vehicles,Three Wheelers,Used,,,,,
Bajaj Three Wheeler,"338,000",Kurunegala,Kurunegala,Cars & Vehicles,Three Wheelers,Used,,,,,
Ashok Leyland Tipper 1999,"1,300,000",Kurunegala,Pannala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Ashok Leyland,1999,Leyland Tipper,,"260,000 "
Isuzu Concrete Pump Crane 2010,"28,000,000",Colombo,Homagama,Cars & Vehicles,Heavy Machinery & Tractors,Used,,,,,
Bajaj Ct 100 2007,"58,000",Colombo,Kesbewa,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2007,Ct 100,100 ,"40,000 "
Bajaj Re 2 Stroke Three Wheeler 2001,"235,000",Kalutara,Horana,Cars & Vehicles,Three Wheelers,Used,,,,,
Audi Q2 TFSI TURBO 2018,"9,140,000",Colombo,Nugegoda,Cars & Vehicles,Cars,New,Audi,2018,Q2 TFSI TURBO,"1,000 ",0 
Hyundai Tucson 2011,"4,700,000",Colombo,Boralesgamuwa,Cars & Vehicles,Cars,Used,Hyundai,2011,Tucson,"2,000 ","68,000 "
Micro Panda 2018,"1,965,000",Gampaha,Gampaha,Cars & Vehicles,Cars,New,Micro,2018,Panda,"1,000 ",0 
JAPAN RECONDITION PUSHCYCLE,"29,000",Gampaha,Ja-Ela,Cars & Vehicles,Push Cycles,Reconditioned,,,,,
Audi Q2 TFSI TURBO 2018,"8,475,000",Colombo,Nugegoda,Cars & Vehicles,Cars,New,Audi,2018,Q2 TFSI TURBO,"1,000 ",0 
Bajaj Discover BAS- 2013,"79,500",Kalutara,Bandaragama,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2013,Bajaj Discover BAS-,100 ,"45,000 "
Suzuki Every 2014,"2,290,000",Kandy,Katugastota,Cars & Vehicles,"Vans, Buses & Lorries",Used,Suzuki,2014,Every,,"46,000 "
Wagon R Door Set/rear Buffer/fenders,"260,000",Gampaha,Katunayake,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
TOYOTA YARIS HATCHBACK FOG LIGHT,"9,000",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Honda DIO BEH-XXXX 2016,"55,000",Gampaha,Minuwangoda,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2016,DIO BEH-XXXX,110 ,"12,000 "
Toyota Prius 2014 Body Kit,"32,000",Colombo,Dehiwala,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Hyundai Tucson 2012,"4,390,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Used,Hyundai,2012,Tucson,"2,000 ","73,500 "
Maruti Zen Estilo VXI 2011,"1,795,000",Colombo,Colombo 5,Cars & Vehicles,Cars,Used,Maruti,2011,Zen Estilo VXI,"1,000 ","69,000 "
Toyota Vios Tail Lamp,"9,000",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Honda Vezel ru1/ru2 Head Lamp(petrol),"20,000",Gampaha,Katunayake,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Bajaj 2 Stroke Three Wheeler,"330,000",Gampaha,Kelaniya,Cars & Vehicles,Three Wheelers,Used,,,,,
550 - 15 Solid Fork Lift Tyres,"20,000",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Suzuki Wagon R FZ 2015,"2,675,000",Gampaha,Gampaha,Cars & Vehicles,Cars,Reconditioned,Suzuki,2015,Wagon R FZ,650 ,"42,000 "
Rent a car tata nano for taxi,"45,000",Colombo,Kaduwela,Cars & Vehicles,Auto Services,,,,,,
Bajaj PULSAR 160 NS RED 2018,"118,680",Colombo,Piliyandala,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,PULSAR 160 NS RED,160 ,0 
Kenwood Car Amplifier,"55,000",Colombo,Ratmalana,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Toyota avanza 2009,"3,200,000",Colombo,Rajagiriya,Cars & Vehicles,Cars,Used,Toyota,2009,avanza,"1,300 ","76,000 "
Toyota Premio 2011,"5,250,000",Gampaha,Ganemulla,Cars & Vehicles,Cars,Used,Toyota,2011,Premio 2011,"1,490 ","78,000 "
JCB P21(2006),"6,200,000",Badulla,Mahiyanganaya,Cars & Vehicles,Heavy Machinery & Tractors,Used,,,,,
Nissan Caravan 1990,"3,000,000",Puttalam,Chilaw,Cars & Vehicles,"Vans, Buses & Lorries",Used,Nissan,1990,Caravan,,"200,000 "
Three Wheeler,"400,000",Gampaha,Ja-Ela,Cars & Vehicles,Three Wheelers,Used,,,,,
Toyota Dolphin 1990,"2,850,000",Gampaha,Ragama,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1990,Dolphin,,"200,000 "
Hero Splendor Ismart 2016,"135,000",Gampaha,Ja-Ela,Cars & Vehicles,Motorbikes & Scooters,Used,Hero,2016,Splendor Ismart,110 ,"10,660 "
Nissan AD WAGON 2002,"1,845,000",Gampaha,Ragama,Cars & Vehicles,Cars,Used,Nissan,2002,AD WAGON,"1,350 ","235,000 "
Toyota hilux revolution 2018,"10,800,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,New,Toyota,2018,hilux revolution,"2,800 ",12 
2 Stroke Three wheeler,"397,000",Gampaha,Gampaha,Cars & Vehicles,Three Wheelers,Used,,,,,
Suzuki Wagon R 2014,"2,700,000",Colombo,Battaramulla,Cars & Vehicles,Cars,Used,Suzuki,2014,Wagon R,660 ,"53,000 "
Suzuki Alto LXi 2015,"1,800,000",Colombo,Battaramulla,Cars & Vehicles,Cars,Used,Suzuki,2015,Alto LXi,800 ,"26,000 "
DVD/VCD/CD/MP4/MP3 RECEIVER,"13,000",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Suzuki A-Star 2012,"2,260,000",Kalutara,Panadura,Cars & Vehicles,Cars,Used,Suzuki,2012,A-Star,"1,000 ","33,000 "
Toyota IST 2004,"3,050,000",Puttalam,Marawila,Cars & Vehicles,Cars,Used,Toyota,2004,IST,"1,300 ","84,000 "
3M Coil Carpets,"3,300",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Three Wheeler,"545,000",Matale,Galewela,Cars & Vehicles,Three Wheelers,Used,,,,,
Three wheeler,"470,000",Matale,Galewela,Cars & Vehicles,Three Wheelers,Used,,,,,
N16 Side Mirror Left,"10,000",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Audi A1 leather Package 2016,"4,875,000",Colombo,Dehiwala,Cars & Vehicles,Cars,Used,Audi,2016,A1 leather Package,"1,000 ","10,000 "
Suzuki wagon r day fender,"11,000",Colombo,Padukka,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
TERCEL Engine,"100,000",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Suzuki every 2018,"42,000",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Bajaj 4 stroke Three wheeler,"175,000",Kurunegala,Mawathagama,Cars & Vehicles,Three Wheelers,Used,,,,,
Japan alto 2017,"22,000",Colombo,Nugegoda,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Three Wheeler,"600,000",Gampaha,Gampaha,Cars & Vehicles,Three Wheelers,Used,,,,,
Mitsubishi L200 2007,"5,100,000",Hambantota,Tangalla,Cars & Vehicles,Cars,Used,Mitsubishi,2007,L200,"2,500 ","96,000 "
Toyota AQUA 2012,"3,675,000",Matara,Matara,Cars & Vehicles,Cars,Used,Toyota,2012,AQUA,"1,500 ","53,000 "
Honda DIO 2018,"50,000",Colombo,Moratuwa,Cars & Vehicles,Motorbikes & Scooters,New,Honda,2018,DIO,110 ,0 
Honda Insight Ze2 2011,"3,765,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Used,Honda,2011,Insight Ze2,"1,300 ","81,100 "
Nissan forklift,"278,000",Colombo,Boralesgamuwa,Cars & Vehicles,Heavy Machinery & Tractors,Used,,,,,
Toyota Vanguard 2010,"6,400,000",Gampaha,Wattala,Cars & Vehicles,Cars,Used,Toyota,2010,Vanguard,"2,400 ","130,000 "
Nissan b310 1978,"330,000",Trincomalee,Trincomalee,Cars & Vehicles,Cars,Used,Nissan,1978,b310,"1,400 ","150,000 "
Honda GP5 2015,"4,700,000",Matara,Matara,Cars & Vehicles,Cars,Used,Honda,2015,GP5,"1,500 ","52,000 "
VEZEL RS FOG LIGHT,"12,000",Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota Axio Hybrid WXB 2017,"6,350,000",Gampaha,Gampaha,Cars & Vehicles,Cars,Used,Toyota,2017,Axio Hybrid WXB,"1,500 ","25,000 "
Toyota Corolla CE 110 1997,"1,790,000",Nuwara Eliya,Nuwara Eliya,Cars & Vehicles,Cars,Used,Toyota,1997,Corolla CE 110,"1,970 ","176,000 "
Suzuki Celerio Auto 2015,"2,360,000",Galle,Ambalangoda,Cars & Vehicles,Cars,Used,Suzuki,2015,Celerio Auto,"1,000 ","45,000 "
Toyota Corolla 121 2003,"2,500,000",Badulla,Badulla,Cars & Vehicles,Cars,Used,Toyota,2003,Corolla 121,"1,300 ","200,000 "
Nwow 2017,"105,000",Gampaha,Negombo,Cars & Vehicles,Motorbikes & Scooters,Used,Other brand,2017,Nwow 2017,100 ,"1,400 "
Daihatsu hijet 1999,"1,475,000",Kurunegala,Kurunegala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Daihatsu,1999,hijet,,"95,000 "
Bajaj Three Wheeler,"375,000",Colombo,Kottawa,Cars & Vehicles,Three Wheelers,Used,,,,,
Suzuki wagon r stingray 2017/2018,"30,000",Gampaha,Kadawatha,Cars & Vehicles,Auto Parts & Accessories,Reconditioned,,,,,
Bajaj Three Wheeler,"365,000",Gampaha,Gampaha,Cars & Vehicles,Three Wheelers,Used,,,,,
BAJAJ THREE WHEELER = RED,"200,000",Colombo,Piliyandala,Cars & Vehicles,Three Wheelers,New,,,,,
Mitsubishi Canter 1992,"2,000,000",Gampaha,Negombo,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mitsubishi,1992,Canter,,"150,000 "
Rent a Car Wagon R with driver,"4,000",Anuradhapura,Anuradhapura,Cars & Vehicles,Auto Services,,,,,,
Hyundai SantaFe 2012,"6,800,000",Colombo,Boralesgamuwa,Cars & Vehicles,Cars,Used,Hyundai,2012,SantaFe,"2,200 ","91,000 "
Toyota Loto 1992,"2,190,000",Matara,Matara,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1992,Loto,,"190,000 "
Honda Hornet 2016,"297,000",Kurunegala,Kurunegala,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2016,Hornet,160 ,"18,460 "
Bajaj 4 Stroke Three Wheeler,"45,000",Kalutara,Matugama,Cars & Vehicles,Three Wheelers,Used,,,,,
Mazda family 1998,"2,200,000",Ampara,Ampara,Cars & Vehicles,Cars,Used,Mazda,1998,family,"1,320 ","181,630 "
Mazda Demio 2009,"2,900,000",Colombo,Talawatugoda,Cars & Vehicles,Cars,Used,Mazda,2009,Demio,"1,340 ","88,000 "
Three Wheeler,"170,000",Gampaha,Gampaha,Cars & Vehicles,Three Wheelers,Used,,,,,
Wagon R Full Fit Seat Sets,"18,500",Galle,Galle,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
EVERY Full Seat Sets,"48,500",Galle,Galle,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Suzuki Wagon R Hybrid 2015,"2,495,000",Gampaha,Ja-Ela,Cars & Vehicles,Cars,Used,Suzuki,2015,Wagon R Hybrid,650 ,"34,500 "
Nissan FB13 Doctor Sunny 1990,"1,400,000",Kurunegala,Kuliyapitiya,Cars & Vehicles,Cars,Used,Nissan,1990,FB13 Doctor Sunny,"1,500 ","150,000 "
BMW X1 2018,"11,750,000",Colombo,Nugegoda,Cars & Vehicles,Cars,New,BMW,2018,X1,"1,499 ",0 
Honda N -wgn 2015,"2,649,999",Colombo,Kohuwala,Cars & Vehicles,Cars,Reconditioned,Honda,2015,N -wgn,650 ,"36,900 "
Isuzu Lorry 1993,"1,700,000",Ratnapura,Ratnapura,Cars & Vehicles,"Vans, Buses & Lorries",Used,Isuzu,1993,Lorry,,"250,000 "
Suzuki WagonR 2018,"3,275,000",Colombo,Colombo 6,Cars & Vehicles,Cars,New,Suzuki,2018,2018 Suzuki WagonR,660 ,0 
Vigo Champ Tail Lamp,"6,500",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Honda Fit GD 1 2003,"2,450,000",Colombo,Nugegoda,Cars & Vehicles,Cars,Used,Honda,2003,Fit GD 1,"1,300 ","169,999 "
Honda Dio blue new 2018,"73,999",Gampaha,Kandana,Cars & Vehicles,Motorbikes & Scooters,New,Honda,2018,Dio blue new,110 ,0 
Isuzu Crew cab 1985,"1,765,000",Hambantota,Hambantota,Cars & Vehicles,"Vans, Buses & Lorries",Used,Isuzu,1985,Crew cab,,"297,000 "
Toyota PRIUS 2014,"5,575,000",Gampaha,Katunayake,Cars & Vehicles,Cars,Used,Toyota,2014,PRIUS,"1,890 ","73,000 "
Toyota Hiace 1989,"2,300,000",Galle,Galle,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,1989,Hiace,,"160,000 "
Suzuki Alto Japan 2003,"1,725,000",Gampaha,Katunayake,Cars & Vehicles,Cars,Used,Suzuki,2003,Alto Japan,650 ,"60,000 "
Fortuner Headlight Projector,"29,000",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota VITZ NEW FACE 2015,"3,690,000",Colombo,Rajagiriya,Cars & Vehicles,Cars,Reconditioned,Toyota,2015,VITZ NEW FACE,"1,000 ","15,400 "
Push Cycle,"10,000",Gampaha,Ragama,Cars & Vehicles,Push Cycles,Used,,,,,
Tata DIMO LOKKA SUPERACE 2013,"1,475,000",Kegalle,Mawanella,Cars & Vehicles,"Vans, Buses & Lorries",Used,Tata,2013,DIMO LOKKA SUPERACE,,"107,500 "
Honda gp5 2014,"4,075,000",Colombo,Colombo 4,Cars & Vehicles,Cars,Used,Honda,2014,gp5,"1,400 ","54,000 "
Vios Front Buffer,"15,000",Gampaha,Kelaniya,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota Aqua Matlic Grey 2012,"3,600,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Used,Toyota,2012,Aqua Matlic Grey,"1,500 ","78,000 "
Honda Dio 2015,"167,000",Galle,Galle,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2015,Dio,110 ,"18,650 "
Suzuki Alto 800 2014,"1,790,000",Kandy,Nawalapitiya,Cars & Vehicles,Cars,Used,Suzuki,2014,Alto 800,800 ,"30,000 "
Honda N wagon 2017,"3,150,000",Colombo,Kesbewa,Cars & Vehicles,Cars,New,Honda,2017,N wagon,660 ,179 
Honda CM Custom 2012,"265,000",Kandy,Kundasale,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2012,CM Custom,125 ,"14,400 "
Daihatsu Charade G101 1985,"775,000",Gampaha,Kadawatha,Cars & Vehicles,Cars,Used,Daihatsu,1985,Charade G101,"1,100 ","85,000 "
ALLION PREMIO CHR AXIO PASSO DVD PLAYER,"13,999",Colombo,Kottawa,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj _Pulsar NS 200 RED 2018,"135,600",Colombo,Piliyandala,Cars & Vehicles,Motorbikes & Scooters,New,Bajaj,2018,_Pulsar NS 200 RED,200 ,0 
PANDA FULL SEAT COVER SETS,"18,500",Galle,Galle,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Bajaj 2 Stroke Three wheeler,"325,000",Colombo,Piliyandala,Cars & Vehicles,Three Wheelers,Used,,,,,
Micro Bus For Tour - 49 Seater,115,Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Super Luxury A-Grade Bus For Tour,95,Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Suzuki Wagon R 2018,"3,275,000",Colombo,Colombo 6,Cars & Vehicles,Cars,New,Suzuki,2018,Wagon R,660 ,0 
Coaster New Model Bus For Hire,55,Gampaha,Gampaha,Cars & Vehicles,Auto Services,,,,,,
Honda Dio 2016,"195,000",Kegalle,Ruwanwella,Cars & Vehicles,Motorbikes & Scooters,Used,Honda,2016,Dio,110 ,"8,000 "
Nissan Caravan (E25) 2009,"4,700,000",Badulla,Bandarawela,Cars & Vehicles,"Vans, Buses & Lorries",Used,Nissan,2009,Caravan (E25),,"146,000 "
Premio FULL SEAT COVER SETS,"28,500",Galle,Galle,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota Axio hybrid 2014,"5,075,000",Galle,Galle,Cars & Vehicles,Cars,Used,Toyota,2014,Axio hybrid,"1,490 ","85,000 "
Bajaj pulsar 135 WI 2012,"92,000",Galle,Elpitiya,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2012,pulsar 135 WI,135 ,"42,300 "
Brand New Mercedes W210 Fog lights,"9,500",Colombo,Talawatugoda,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Mercedes-Benz S300 2011,"13,300,000",Colombo,Colombo 5,Cars & Vehicles,Cars,Reconditioned,Mercedes-Benz,2011,S300,"3,000 ","43,119 "
Toyota Premio 2012,"5,675,000",Colombo,Malabe,Cars & Vehicles,Cars,Used,Toyota,2012,Premio,"1,500 ","59,000 "
Celerio Full Seat Sets,"28,500",Galle,Galle,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Mahindra Bolero 2011,"1,145,000",Moneragala,Buttala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mahindra,2011,Bolero,,"65,000 "
Mazda BONGO 2003,"2,885,000",Kurunegala,Kurunegala,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mazda,2003,BONGO,,"131,200 "
Honda Civic ES5 2003,"2,840,000",Colombo,Kottawa,Cars & Vehicles,Cars,Used,Honda,2003,Civic ES5,"1,600 ","132,000 "
Mitsubishi CANTER TIPPER 2001,"3,250,000",Kegalle,Mawanella,Cars & Vehicles,"Vans, Buses & Lorries",Used,Mitsubishi,2001,CANTER TIPPER,,"50,000 "
Micro Kyron 2008,"3,250,000",Colombo,Kotte,Cars & Vehicles,Cars,Used,Micro,2008,Kyron,"2,000 ","105,000 "
Toyota Vigo Hilux 2012,"6,500,000",Gampaha,Kiribathgoda,Cars & Vehicles,Cars,Used,Toyota,2012,Vigo Hilux,"3,000 ","90,000 "
Silencer can and fog lights,"6,500",Matara,Akuressa,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Honda CRV-VTIL 2018,"10,275,000",Colombo,Nugegoda,Cars & Vehicles,Cars,New,Honda,2018,CRV-VTIL,"1,498 ",0 
Suzuki Stingray X safety 2018,"3,330,000",Colombo,Moratuwa,Cars & Vehicles,Cars,New,Suzuki,2018,Stingray X safety,650 ,0 
Bajaj Pulsar 135 2014,"153,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2014,Pulsar 135,135 ,"19,000 "
Suzuki Swift 2009,"2,900,000",Gampaha,Kelaniya,Cars & Vehicles,Cars,Used,Suzuki,2009,Swift,"1,300 ","75,000 "
Canopy for double cab,"50,000",Colombo,Colombo 10,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Suzuki Spacia 2016,"2,960,000",Kurunegala,Mawathagama,Cars & Vehicles,Cars,Reconditioned,Suzuki,2016,Spacia,660 ,"10,427 "
Mazda Demio 2000,"1,685,000",Kurunegala,Kurunegala,Cars & Vehicles,Cars,Used,Mazda,2000,Demio,"1,500 ","90,000 "
13 Inch Alloy Wheel,"12,000",Kandy,Akurana,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
Car dvr camera,"9,990",Matara,Matara,Cars & Vehicles,Auto Parts & Accessories,New,,,,,
Toyota Dayana 2001,"2,400,000",Ratnapura,Embilipitiya,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,2001,Dayana,,"77,000 "
Mitsubishi Montero 2000,"5,750,000",Colombo,Kottawa,Cars & Vehicles,Cars,Used,Mitsubishi,2000,Montero,"3,500 ","104,000 "
Toyota KDH 222 Hiroof 2005,"6,100,000",Gampaha,Minuwangoda,Cars & Vehicles,"Vans, Buses & Lorries",Used,Toyota,2005,KDH 222 Hiroof,,"160,000 "
Komatsu PC30-5,"675,000",Hambantota,Hambantota,Cars & Vehicles,Heavy Machinery & Tractors,Reconditioned,,,,,
Bajaj Pulsar 150 2017,"273,000",Gampaha,Katunayake,Cars & Vehicles,Motorbikes & Scooters,Used,Bajaj,2017,Pulsar 150,150 ,"8,700 "
Three Wheeler,"625,000",Colombo,Homagama,Cars & Vehicles,Three Wheelers,Used,,,,,
Suzuki Alto L Grade Japan 2017,"2,525,000",Gampaha,Minuwangoda,Cars & Vehicles,Cars,Reconditioned,Suzuki,2017,Alto L Grade Japan,800 ,"5,400 "
Bajaj Three Wheeler,"690,000",Matara,Kamburugamuwa,Cars & Vehicles,Three Wheelers,Used,,,,,
Nissan vanatte shell nob,200,Gampaha,Gampaha,Cars & Vehicles,Auto Parts & Accessories,Used,,,,,
